Pos	Weights	Type
478	7832080107.58	E. coli
479	7863605717.31	E. coli
187	16407554431.7	E. coli
507	7784123964.23	B. subtilis
818	3616873246.69	B. subtilis
819	3627172927.16	B. subtilis
346	7085805628.46	B. subtilis
347	7103221451.8	B. subtilis
340	6612956661.5	B. subtilis
341	6646664706.67	B. subtilis
342	7156967057.16	B. subtilis
343	7081311222.44	B. subtilis
810	4256015236.48	B. subtilis
811	4264629514.69	B. subtilis
812	4117999518.21	B. subtilis
813	4014815446.61	B. subtilis
814	3900208093.03	B. subtilis
815	3814627111.68	B. subtilis
816	3820057852.29	B. subtilis
817	3784102604.11	B. subtilis
719	5695348765.22	B. subtilis
718	5446658298.64	B. subtilis
717	5531302945.4	B. subtilis
716	5428680674.55	B. subtilis
715	5306957178.1	B. subtilis
714	5300402835.99	B. subtilis
713	5211076516.29	B. subtilis
712	5165757922.23	B. subtilis
711	5235608482.49	B. subtilis
710	5292537625.45	B. subtilis
915	6866890601.78	B. subtilis
420	8690870379.29	B. subtilis
606	5767071994.67	B. subtilis
917	6713331729.34	B. subtilis
916	6822695609.22	B. subtilis
425	8879073631.48	B. subtilis
424	8842743849.47	B. subtilis
868	6261831190.99	B. subtilis
427	8780009432.07	B. subtilis
298	12091824870.0	B. subtilis
299	11908865091.5	B. subtilis
296	12349129614.8	B. subtilis
297	12349316881.7	B. subtilis
294	12442950340.5	B. subtilis
426	8783380236.58	B. subtilis
292	12095008407.6	B. subtilis
293	12189016400.2	B. subtilis
290	11682833921.9	B. subtilis
291	11880025986.2	B. subtilis
591	6032241950.0	B. subtilis
590	6075687874.88	B. subtilis
593	6164265126.91	B. subtilis
592	6130182547.91	B. subtilis
199	9210910609.48	B. subtilis
198	9307727605.89	B. subtilis
597	5952091709.26	B. subtilis
596	5844787765.47	B. subtilis
195	9312034744.99	B. subtilis
194	9219337620.78	B. subtilis
197	9423645827.89	B. subtilis
196	9395181256.41	B. subtilis
191	9115029947.67	B. subtilis
190	9164281147.0	B. subtilis
193	9141809116.89	B. subtilis
192	9203607199.7	B. subtilis
270	12572913581.3	B. subtilis
271	12403998821.6	B. subtilis
272	12328717520.7	B. subtilis
273	12548194348.2	B. subtilis
274	12462426099.9	B. subtilis
275	12568044641.4	B. subtilis
276	12619730310.7	B. subtilis
277	12504935690.2	B. subtilis
278	12603812622.7	B. subtilis
279	12841454341.2	B. subtilis
497	6925505146.99	B. subtilis
524	8217085077.74	B. subtilis
525	8303976927.51	B. subtilis
526	8282815765.82	B. subtilis
527	8109219333.19	B. subtilis
520	8180942562.64	B. subtilis
521	8183564299.48	B. subtilis
522	8309594935.03	B. subtilis
523	8323639953.86	B. subtilis
599	5898533370.83	B. subtilis
528	7955285926.92	B. subtilis
529	7731127426.54	B. subtilis
449	8656225999.53	B. subtilis
448	8774204157.62	B. subtilis
345	7095168974.34	B. subtilis
443	8531318965.48	B. subtilis
442	8592180713.71	B. subtilis
441	8626263292.71	B. subtilis
440	8589933510.69	B. subtilis
447	8837125841.94	B. subtilis
446	8824766225.38	B. subtilis
445	8834129571.26	B. subtilis
444	8754915665.11	B. subtilis
108	30712523555.4	B. subtilis
109	29301280064.3	B. subtilis
598	5853214776.77	B. subtilis
103	24254062101.0	B. subtilis
100	32383693528.2	B. subtilis
101	24947324229.9	B. subtilis
106	28478616495.3	B. subtilis
107	29739484651.5	B. subtilis
104	25360060516.4	B. subtilis
105	28530676698.4	B. subtilis
902	7116704669.87	B. subtilis
903	7221199609.9	B. subtilis
39	40730741846.7	B. subtilis
38	39797965330.1	B. subtilis
906	7051723049.46	B. subtilis
907	7061460929.18	B. subtilis
904	7090487301.4	B. subtilis
905	7090300034.49	B. subtilis
33	30088737452.9	B. subtilis
32	28281798964.9	B. subtilis
31	20120706695.5	B. subtilis
30	20034563913.4	B. subtilis
37	38024734887.3	B. subtilis
36	39689537784.8	B. subtilis
35	38952267930.2	B. subtilis
34	35981278282.3	B. subtilis
641	6578499548.66	B. subtilis
640	6574754210.31	B. subtilis
643	6465764864.26	B. subtilis
642	6565952665.18	B. subtilis
645	6551720379.45	B. subtilis
644	6465952131.18	B. subtilis
438	8701357326.67	B. subtilis
439	8557723600.87	B. subtilis
649	6533368221.52	B. subtilis
437	8592367980.62	B. subtilis
434	8869897552.52	B. subtilis
435	8830384232.9	B. subtilis
432	8961658342.15	B. subtilis
433	8908100003.71	B. subtilis
430	8780758499.74	B. subtilis
820	3550955291.69	B. subtilis
753	7780565892.79	B. subtilis
826	3726986194.24	B. subtilis
339	6781122353.52	B. subtilis
338	6651346379.61	B. subtilis
335	6922696143.23	B. subtilis
334	7069887940.47	B. subtilis
337	6675129278.15	B. subtilis
336	6792358368.57	B. subtilis
331	7378878354.52	B. subtilis
330	7519890343.48	B. subtilis
333	7195918576.02	B. subtilis
332	7254158587.39	B. subtilis
89	48233029100.0	B. subtilis
559	7707157261.09	B. subtilis
558	7690115971.59	B. subtilis
854	5297593832.22	B. subtilis
344	7056591989.32	B. subtilis
856	5792540295.46	B. subtilis
857	5803589043.6	B. subtilis
850	5164447053.8	B. subtilis
851	5176619403.45	B. subtilis
852	5236357550.16	B. subtilis
0	4953959038.41	B. subtilis
858	5874750472.29	B. subtilis
859	5839731558.7	B. subtilis
555	7650228118.14	B. subtilis
6	7513148734.45	B. subtilis
99	34073590192.7	B. subtilis
98	42939367873.0	B. subtilis
91	47287705699.9	B. subtilis
90	48434341036.4	B. subtilis
93	45028704872.8	B. subtilis
92	45785825020.7	B. subtilis
95	43059031433.4	B. subtilis
94	43365774644.4	B. subtilis
97	42447043146.6	B. subtilis
96	43219893715.6	B. subtilis
348	7067828004.37	B. subtilis
349	6895916974.01	B. subtilis
740	7796109046.95	B. subtilis
741	7784873031.9	B. subtilis
742	7650040851.22	B. subtilis
743	7785809366.48	B. subtilis
744	7707157261.09	B. subtilis
745	7551538452.56	B. subtilis
746	7299851715.29	B. subtilis
747	7398728647.79	B. subtilis
748	7512586933.69	B. subtilis
749	7466519271.96	B. subtilis
557	7679816291.12	B. subtilis
556	7615771005.3	B. subtilis
551	7174757414.33	B. subtilis
550	7346855711.61	B. subtilis
553	7360713463.51	B. subtilis
552	7141236636.08	B. subtilis
238	9506230538.55	B. subtilis
239	9615594418.44	B. subtilis
234	9457353873.06	B. subtilis
235	9707355208.06	B. subtilis
236	9442372519.65	B. subtilis
237	9579077369.5	B. subtilis
230	9094617853.65	B. subtilis
231	9127015030.4	B. subtilis
232	9132820304.84	B. subtilis
233	9225704695.97	B. subtilis
1	2426979252.2	B. subtilis
146	31297170872.2	B. subtilis
147	30984996920.6	B. subtilis
618	5715760859.24	B. subtilis
619	5603962509.43	B. subtilis
142	28860079206.5	B. subtilis
143	28260637803.2	B. subtilis
140	30954846946.8	B. subtilis
141	31152600811.8	B. subtilis
612	5933177750.58	B. subtilis
613	5883739284.34	B. subtilis
610	5867447062.5	B. subtilis
611	5896847968.57	B. subtilis
616	5819319464.68	B. subtilis
617	5776997141.3	B. subtilis
148	29474127429.3	B. subtilis
149	28322810419.8	B. subtilis
951	4845906026.95	B. subtilis
513	7893487844.11	B. subtilis
948	5015944388.14	B. subtilis
949	4869688925.49	B. subtilis
946	4996843162.54	B. subtilis
947	4917254722.56	B. subtilis
944	5071562662.67	B. subtilis
945	5147405764.3	B. subtilis
942	5002086636.24	B. subtilis
943	5086169482.24	B. subtilis
940	4794969425.36	B. subtilis
941	4849276831.47	B. subtilis
689	5518943328.84	B. subtilis
688	5545160697.3	B. subtilis
685	5813701457.15	B. subtilis
684	6057897517.71	B. subtilis
687	5678682009.56	B. subtilis
686	5698345035.9	B. subtilis
681	6040294427.46	B. subtilis
680	5985799754.43	B. subtilis
683	6050968641.76	B. subtilis
682	5985237953.68	B. subtilis
623	5502463840.09	B. subtilis
763	7907720129.85	B. subtilis
622	5392350892.53	B. subtilis
133	31114585627.5	B. subtilis
132	33726771861.3	B. subtilis
131	34552806234.8	B. subtilis
130	34201493497.4	B. subtilis
137	28689104510.7	B. subtilis
136	30524133036.3	B. subtilis
135	33226207390.5	B. subtilis
134	31775076045.9	B. subtilis
494	7422324279.41	B. subtilis
495	7196854910.61	B. subtilis
139	28192098111.3	B. subtilis
138	29992294990.3	B. subtilis
490	7293671907.01	B. subtilis
491	7352848252.97	B. subtilis
492	7439552835.83	B. subtilis
493	7406406591.41	B. subtilis
24	18085864368.8	B. subtilis
25	18000470654.3	B. subtilis
26	18161894737.3	B. subtilis
27	18532495967.3	B. subtilis
20	16830426953.1	B. subtilis
21	16943910705.2	B. subtilis
22	17352339852.5	B. subtilis
23	17473688815.1	B. subtilis
927	5717071727.66	B. subtilis
28	19181937637.5	B. subtilis
29	19609655277.4	B. subtilis
407	8760346405.72	B. subtilis
406	8866339481.08	B. subtilis
405	8896302187.9	B. subtilis
938	4918940124.82	B. subtilis
403	9252858399.03	B. subtilis
402	9258101872.72	B. subtilis
401	9225704695.97	B. subtilis
400	9192183917.72	B. subtilis
933	5256769644.18	B. subtilis
932	5354710242.09	B. subtilis
931	5523625001.78	B. subtilis
930	5492351426.53	B. subtilis
937	5000588500.9	B. subtilis
452	8671769153.69	B. subtilis
935	5192911625.28	B. subtilis
934	5261451317.12	B. subtilis
628	6153778179.53	B. subtilis
758	7810154065.77	B. subtilis
379	8436187371.34	B. subtilis
378	8118769945.99	B. subtilis
829	3676798660.32	B. subtilis
828	3593277615.07	B. subtilis
371	7655471591.83	B. subtilis
370	7688805103.16	B. subtilis
373	7870828547.08	B. subtilis
372	7853787257.58	B. subtilis
375	7873637550.84	B. subtilis
374	7804348791.33	B. subtilis
377	8013151404.46	B. subtilis
376	7825322686.1	B. subtilis
708	5355646576.68	B. subtilis
709	5318193193.16	B. subtilis
704	5096656429.63	B. subtilis
705	5149840234.23	B. subtilis
706	5163510719.21	B. subtilis
707	5222312531.34	B. subtilis
700	4940850354.18	B. subtilis
701	5010139113.69	B. subtilis
702	4963135117.37	B. subtilis
703	5017255256.56	B. subtilis
393	8543678582.05	B. subtilis
392	8609034736.29	B. subtilis
391	8667274747.67	B. subtilis
390	8653978796.52	B. subtilis
397	8864466811.91	B. subtilis
396	8824204424.62	B. subtilis
395	8769147950.85	B. subtilis
394	8797799789.24	B. subtilis
82	51838479064.7	B. subtilis
83	50653079476.2	B. subtilis
399	9113531812.33	B. subtilis
398	8954167665.44	B. subtilis
86	51672186041.8	B. subtilis
87	50803454811.0	B. subtilis
84	50880983314.9	B. subtilis
85	50972369570.7	B. subtilis
797	4821561327.66	B. subtilis
796	4956955309.09	B. subtilis
795	5094596493.53	B. subtilis
794	5170252328.25	B. subtilis
793	5243848226.87	B. subtilis
792	5477557340.04	B. subtilis
791	5456208911.44	B. subtilis
929	5468381261.08	B. subtilis
799	4528675868.52	B. subtilis
798	4659388177.01	B. subtilis
7	7753412189.74	B. subtilis
170	11194441800.8	B. subtilis
607	5687296287.77	B. subtilis
586	6182804551.76	B. subtilis
587	6037672690.61	B. subtilis
584	6503780048.54	B. subtilis
585	6416139131.1	B. subtilis
582	6660522458.58	B. subtilis
583	6505652717.71	B. subtilis
580	7305095188.98	B. subtilis
581	6634305090.11	B. subtilis
588	6071006201.94	B. subtilis
589	6118384732.1	B. subtilis
245	10697435401.5	B. subtilis
244	10527209773.4	B. subtilis
247	10516161025.2	B. subtilis
246	10780581912.9	B. subtilis
241	10348744400.9	B. subtilis
614	5843102363.22	B. subtilis
243	10514850156.8	B. subtilis
242	10191252923.2	B. subtilis
615	5850405773.0	B. subtilis
249	10608670882.5	B. subtilis
248	10549120002.7	B. subtilis
295	12382088592.3	B. subtilis
924	6275501675.97	B. subtilis
925	6036549089.1	B. subtilis
519	8247796852.22	B. subtilis
518	8104912194.09	B. subtilis
926	5830742746.65	B. subtilis
511	7888806171.17	B. subtilis
510	7860528866.61	B. subtilis
601	5900780573.84	B. subtilis
512	7905847460.67	B. subtilis
515	7830940693.63	B. subtilis
514	7876821088.44	B. subtilis
517	8035061633.82	B. subtilis
1000	4252457165.05	B. subtilis
458	8051166588.74	B. subtilis
459	7919143411.82	B. subtilis
621	5417631926.41	B. subtilis
620	5550965971.75	B. subtilis
627	5768757396.92	B. subtilis
626	5627558141.05	B. subtilis
625	5600966238.75	B. subtilis
624	5623625535.78	B. subtilis
450	8739372510.95	B. subtilis
451	8892556849.55	B. subtilis
629	6314265927.92	B. subtilis
453	8887126108.94	B. subtilis
454	8834504105.09	B. subtilis
455	8764466277.91	B. subtilis
456	8489558442.86	B. subtilis
457	8340868510.28	B. subtilis
179	10677959642.0	B. subtilis
178	10805862946.8	B. subtilis
177	10834702052.1	B. subtilis
595	6209583720.97	B. subtilis
175	10612041687.0	B. subtilis
174	10866724695.0	B. subtilis
173	10763727890.3	B. subtilis
172	10924964706.4	B. subtilis
171	11217850165.5	B. subtilis
594	6141231296.05	B. subtilis
977	4429611669.11	B. subtilis
656	6119508333.61	B. subtilis
975	4517065319.63	B. subtilis
974	4595717425.03	B. subtilis
973	4604518970.15	B. subtilis
972	4591972086.67	B. subtilis
971	4591597552.84	B. subtilis
970	4638788816.08	B. subtilis
654	6380745683.67	B. subtilis
979	4464068781.95	B. subtilis
978	4507327439.92	B. subtilis
182	10317470825.6	B. subtilis
183	10185634915.6	B. subtilis
180	10569532096.7	B. subtilis
181	10466722559.0	B. subtilis
652	6475128210.14	B. subtilis
187	9120647955.2	B. subtilis
184	9830389572.93	B. subtilis
185	9731699907.35	B. subtilis
186	9340686583.39	B. subtilis
188	9287877312.62	B. subtilis
189	9248363993.01	B. subtilis
658	6225875942.81	B. subtilis
659	6244415367.65	B. subtilis
650	6492731300.4	B. subtilis
651	6499660176.35	B. subtilis
602	5831304547.41	B. subtilis
764	7772700682.25	B. subtilis
102	23987019476.5	B. subtilis
869	6332056285.09	B. subtilis
10	10785263585.8	B. subtilis
13	12931904262.4	B. subtilis
12	12338455400.5	B. subtilis
15	13878538530.9	B. subtilis
14	13347636819.5	B. subtilis
17	15745402432.5	B. subtilis
16	14096704489.9	B. subtilis
19	16787355562.1	B. subtilis
18	16195030301.7	B. subtilis
863	6076249675.64	B. subtilis
862	6072129803.45	B. subtilis
865	6152092777.27	B. subtilis
864	6088047491.45	B. subtilis
867	6258460386.47	B. subtilis
866	6151343709.6	B. subtilis
883	7226255816.67	B. subtilis
882	7196480376.77	B. subtilis
881	7158652459.41	B. subtilis
880	6994981173.42	B. subtilis
887	7315394869.45	B. subtilis
886	7331687091.28	B. subtilis
885	7453223320.81	B. subtilis
752	7456219591.49	B. subtilis
928	5592539227.46	B. subtilis
889	7386743565.06	B. subtilis
888	7489553102.83	B. subtilis
950	4800587432.89	B. subtilis
657	6273254472.96	B. subtilis
355	7233746493.37	B. subtilis
322	8142927378.36	B. subtilis
323	8105286727.92	B. subtilis
320	8280381295.89	B. subtilis
354	7280001422.02	B. subtilis
326	7873075750.09	B. subtilis
327	7661651400.11	B. subtilis
324	8142365577.61	B. subtilis
325	8043488645.11	B. subtilis
328	7572137813.49	B. subtilis
329	7572886881.16	B. subtilis
562	8086185502.33	B. subtilis
201	9415031549.68	B. subtilis
774	7612400200.78	B. subtilis
203	9227202831.32	B. subtilis
202	9428889301.58	B. subtilis
771	7824760885.35	B. subtilis
204	9142558184.56	B. subtilis
207	9088999846.12	B. subtilis
772	7737119967.91	B. subtilis
209	8856227067.53	B. subtilis
208	8935253706.76	B. subtilis
779	6687676161.63	B. subtilis
778	6935055759.79	B. subtilis
77	51910015027.2	B. subtilis
76	51623496643.3	B. subtilis
75	53010769968.9	B. subtilis
74	51766194034.5	B. subtilis
73	51533608522.8	B. subtilis
72	52309268095.5	B. subtilis
71	52890919141.6	B. subtilis
70	53513956176.5	B. subtilis
655	6324191074.55	B. subtilis
79	52670131445.8	B. subtilis
78	52968634912.4	B. subtilis
2	6789549364.81	B. subtilis
800	4566878319.71	B. subtilis
806	4294779488.43	B. subtilis
359	7527193753.27	B. subtilis
804	4470061323.31	B. subtilis
50	40480365977.9	B. subtilis
669	5995163100.31	B. subtilis
668	6020631401.11	B. subtilis
667	5960144186.72	B. subtilis
666	6087860224.53	B. subtilis
665	6121193735.86	B. subtilis
664	6115950262.17	B. subtilis
663	6098347171.92	B. subtilis
662	6083927619.26	B. subtilis
661	6110706788.48	B. subtilis
660	6267823732.35	B. subtilis
215	9173644492.88	B. subtilis
653	6385614623.53	B. subtilis
692	5479991809.97	B. subtilis
693	5316882324.74	B. subtilis
690	5566883659.74	B. subtilis
691	5462950520.47	B. subtilis
696	5080738741.63	B. subtilis
697	5052274170.16	B. subtilis
694	5110701448.45	B. subtilis
695	4997217696.38	B. subtilis
698	4963135117.37	B. subtilis
699	4934108745.14	B. subtilis
542	7774386084.51	B. subtilis
543	7898169517.05	B. subtilis
540	7542736907.43	B. subtilis
541	7650789918.89	B. subtilis
546	7644235576.77	B. subtilis
547	7763524603.29	B. subtilis
544	7541800572.84	B. subtilis
545	7627194287.27	B. subtilis
8	9516717485.94	B. subtilis
548	7276256083.67	B. subtilis
549	7444609042.6	B. subtilis
995	4056763236.15	B. subtilis
994	4084853273.79	B. subtilis
997	4081857003.11	B. subtilis
996	4047212623.35	B. subtilis
991	4088785879.06	B. subtilis
990	4109010706.16	B. subtilis
993	4071557322.64	B. subtilis
992	4024927860.16	B. subtilis
999	4165939849.12	B. subtilis
998	4082044270.03	B. subtilis
120	29124500094.1	B. subtilis
121	28935173240.4	B. subtilis
122	27917939344.0	B. subtilis
123	32534256129.9	B. subtilis
124	31611030226.1	B. subtilis
125	30470574697.9	B. subtilis
126	29017945218.0	B. subtilis
127	26125794942.5	B. subtilis
128	26218117532.8	B. subtilis
129	31849421012.2	B. subtilis
219	9050048327.26	B. subtilis
69	54851041968.2	B. subtilis
176	10809046484.4	B. subtilis
214	9008475071.55	B. subtilis
777	7051723049.46	B. subtilis
414	8705851732.69	B. subtilis
415	8616150879.16	B. subtilis
416	8634128503.25	B. subtilis
417	8751357593.67	B. subtilis
410	8577199360.3	B. subtilis
411	8666900213.83	B. subtilis
412	8488434841.35	B. subtilis
413	8622892488.19	B. subtilis
920	6440109296.55	B. subtilis
498	6917452669.53	B. subtilis
922	6274565341.38	B. subtilis
923	6209209187.14	B. subtilis
418	8634315770.17	B. subtilis
419	8494240115.8	B. subtilis
776	7431687625.29	B. subtilis
499	7008651658.41	B. subtilis
319	8890496913.46	B. subtilis
318	9201359996.69	B. subtilis
313	10364474822.0	B. subtilis
312	10441441525.1	B. subtilis
311	10527958841.0	B. subtilis
310	10670656232.2	B. subtilis
317	9679452437.34	B. subtilis
316	9877019035.42	B. subtilis
315	10197994532.2	B. subtilis
314	10290691656.4	B. subtilis
861	6147598371.25	B. subtilis
921	6434491289.02	B. subtilis
496	6959962259.83	B. subtilis
832	3794215017.66	B. subtilis
833	3857698502.73	B. subtilis
830	3742716615.32	B. subtilis
831	3805263765.8	B. subtilis
836	4062568510.6	B. subtilis
837	4105452634.73	B. subtilis
834	3925676393.82	B. subtilis
835	3955077299.89	B. subtilis
838	4116126849.03	B. subtilis
839	4273618326.74	B. subtilis
3	6862583462.68	B. subtilis
368	7585433764.64	B. subtilis
369	7756408460.42	B. subtilis
366	7697981182.13	B. subtilis
367	7608842129.34	B. subtilis
364	7548542181.87	B. subtilis
365	7479627956.19	B. subtilis
362	7527755554.02	B. subtilis
363	7647419114.37	B. subtilis
360	7578130354.86	B. subtilis
361	7482998760.71	B. subtilis
952	4727366068.1	B. subtilis
380	8551169258.75	B. subtilis
381	8662031273.97	B. subtilis
382	8521393818.85	B. subtilis
383	8568772349.0	B. subtilis
384	8634128503.25	B. subtilis
385	8652106127.34	B. subtilis
386	8640121044.61	B. subtilis
387	8738623443.28	B. subtilis
388	8662780341.64	B. subtilis
389	8619896217.51	B. subtilis
784	5977747276.98	B. subtilis
785	5835049885.76	B. subtilis
786	5841791494.79	B. subtilis
787	5816510460.91	B. subtilis
780	6564829063.68	B. subtilis
781	6324565608.39	B. subtilis
782	6197785905.17	B. subtilis
783	6209209187.14	B. subtilis
788	5713888190.07	B. subtilis
789	5683550949.41	B. subtilis
860	5950593573.92	B. subtilis
252	10969908766.6	B. subtilis
605	5697034167.48	B. subtilis
579	7409028328.26	B. subtilis
578	7293484640.09	B. subtilis
604	5776809874.38	B. subtilis
573	7386181764.31	B. subtilis
900	7360713463.51	B. subtilis
571	7486369565.23	B. subtilis
570	7471762745.66	B. subtilis
577	7271948944.57	B. subtilis
576	7431500358.37	B. subtilis
575	7320825610.06	B. subtilis
574	7418204407.22	B. subtilis
60	54776322468.1	B. subtilis
61	54384934610.3	B. subtilis
258	11705118685.1	B. subtilis
259	11733208722.8	B. subtilis
64	54994675694.0	B. subtilis
65	54374073129.1	B. subtilis
66	53763957511.5	B. subtilis
67	53568638116.5	B. subtilis
68	54233622940.9	B. subtilis
253	10985451920.7	B. subtilis
250	10576835506.5	B. subtilis
251	10763166089.5	B. subtilis
256	11776280113.8	B. subtilis
257	12074409046.6	B. subtilis
254	11353244146.9	B. subtilis
255	11213543026.4	B. subtilis
603	5794038430.8	B. subtilis
884	7304907922.07	B. subtilis
939	4979614606.12	B. subtilis
731	7194794974.51	B. subtilis
730	7150038181.2	B. subtilis
733	7415957204.21	B. subtilis
404	8909410872.13	B. subtilis
735	7510901531.44	B. subtilis
734	7473822681.75	B. subtilis
737	7633186828.63	B. subtilis
736	7394983309.44	B. subtilis
739	7680190824.95	B. subtilis
738	7743299776.19	B. subtilis
504	7610340264.69	B. subtilis
505	7637681234.66	B. subtilis
502	7159776060.92	B. subtilis
503	7157903391.74	B. subtilis
500	7078502218.68	B. subtilis
501	7156030722.57	B. subtilis
630	6457899653.72	B. subtilis
631	6361644458.07	B. subtilis
632	6415390063.43	B. subtilis
633	6613892996.09	B. subtilis
469	7583748362.38	B. subtilis
468	7509216129.18	B. subtilis
636	6763519263.26	B. subtilis
637	6640110364.56	B. subtilis
465	7739554437.83	B. subtilis
464	7752288588.23	B. subtilis
467	7456781392.25	B. subtilis
466	7577568554.1	B. subtilis
461	7701913787.4	B. subtilis
460	7744236110.78	B. subtilis
463	7738056302.49	B. subtilis
462	7737681768.66	B. subtilis
901	7115955602.2	B. subtilis
168	11363543827.4	B. subtilis
169	11333955654.4	B. subtilis
164	20939437659.3	B. subtilis
165	11865793700.4	B. subtilis
166	11861299294.4	B. subtilis
167	11424592842.5	B. subtilis
160	24280466736.3	B. subtilis
161	22137758665.1	B. subtilis
162	21317716832.9	B. subtilis
163	20601233606.1	B. subtilis
964	4599462763.38	B. subtilis
965	4561447579.1	B. subtilis
966	4607140707.0	B. subtilis
967	4605080770.91	B. subtilis
960	4543095421.18	B. subtilis
961	4569874590.4	B. subtilis
962	4598900962.63	B. subtilis
963	4537477413.65	B. subtilis
968	4589350349.83	B. subtilis
969	4682047474.04	B. subtilis
936	5086918549.91	B. subtilis
409	8689559510.86	B. subtilis
408	8873455623.95	B. subtilis
908	7162210530.85	B. subtilis
909	6947977177.1	B. subtilis
958	4693658022.94	B. subtilis
600	5940293893.45	B. subtilis
878	6766141000.11	B. subtilis
879	6879999286.01	B. subtilis
876	6775878879.82	B. subtilis
877	6768013669.28	B. subtilis
874	6689361563.89	B. subtilis
875	6701908447.37	B. subtilis
872	6532993687.68	B. subtilis
873	6615016597.6	B. subtilis
870	6394977969.41	B. subtilis
871	6404903116.04	B. subtilis
9	10182451378.0	B. subtilis
890	7672512881.33	B. subtilis
891	7768019009.31	B. subtilis
892	7723636749.84	B. subtilis
893	7710340798.69	B. subtilis
894	7531500892.37	B. subtilis
895	7119888207.47	B. subtilis
896	7184495294.04	B. subtilis
897	7207903658.74	B. subtilis
898	7095356241.26	B. subtilis
899	7194045906.84	B. subtilis
646	6483367954.52	B. subtilis
436	8703979063.52	B. subtilis
648	6543855168.91	B. subtilis
357	7353784587.56	B. subtilis
356	7363709734.19	B. subtilis
809	4325678529.83	B. subtilis
808	4380547736.69	B. subtilis
353	7187117030.89	B. subtilis
352	7077753151.01	B. subtilis
351	7006029921.56	B. subtilis
350	6761646594.08	B. subtilis
803	4391783751.75	B. subtilis
802	4374367928.41	B. subtilis
801	4524930530.17	B. subtilis
431	8808286736.63	B. subtilis
807	4320622323.06	B. subtilis
953	4733545876.39	B. subtilis
805	4344779755.43	B. subtilis
358	7491800305.84	B. subtilis
216	9198363726.0	B. subtilis
217	8888062443.53	B. subtilis
768	7891615174.93	B. subtilis
769	7976259821.69	B. subtilis
212	9220086688.45	B. subtilis
213	9150236128.18	B. subtilis
210	8983568571.51	B. subtilis
211	9197052857.58	B. subtilis
762	7871015814.0	B. subtilis
955	4843284290.1	B. subtilis
760	7637681234.66	B. subtilis
761	7643673776.02	B. subtilis
766	7855472659.83	B. subtilis
767	7867083208.73	B. subtilis
218	8859785138.97	B. subtilis
765	7870641280.16	B. subtilis
957	4852085835.23	B. subtilis
956	4766879387.72	B. subtilis
289	11714294764.1	B. subtilis
288	11919352038.9	B. subtilis
321	8208283532.61	B. subtilis
4	7160337861.67	B. subtilis
572	7491051238.17	B. subtilis
281	12984151732.4	B. subtilis
280	12861304634.4	B. subtilis
283	12836959935.1	B. subtilis
282	12940893074.4	B. subtilis
285	12495759611.3	B. subtilis
284	12433025193.9	B. subtilis
287	12113735099.3	B. subtilis
286	12501564885.7	B. subtilis
678	5980181746.9	B. subtilis
679	5923439870.87	B. subtilis
674	5877372209.14	B. subtilis
675	5925499806.96	B. subtilis
676	5773439069.87	B. subtilis
677	5768382863.09	B. subtilis
670	5911829321.98	B. subtilis
671	5955837047.62	B. subtilis
672	5861454521.14	B. subtilis
673	5810330652.63	B. subtilis
263	12604748957.3	B. subtilis
262	12476658385.7	B. subtilis
261	12322163178.6	B. subtilis
260	12204559554.4	B. subtilis
267	12466171438.3	B. subtilis
266	12178342185.9	B. subtilis
265	12515797171.4	B. subtilis
264	12721978047.7	B. subtilis
269	12340140802.7	B. subtilis
268	12217480971.7	B. subtilis
59	53548600556.3	B. subtilis
58	53530248398.3	B. subtilis
55	48753256597.1	B. subtilis
54	50565438558.8	B. subtilis
57	52643914077.3	B. subtilis
56	50203077073.2	B. subtilis
51	38336534305.1	B. subtilis
62	55407037446.6	B. subtilis
53	48827976097.2	B. subtilis
52	49334158575.5	B. subtilis
537	7391799771.84	B. subtilis
536	7431874892.2	B. subtilis
535	7392736106.42	B. subtilis
63	55455352311.4	B. subtilis
533	7716520606.97	B. subtilis
532	7585808298.48	B. subtilis
531	7691426840.01	B. subtilis
530	7593111708.27	B. subtilis
539	7519328542.73	B. subtilis
538	7437867433.57	B. subtilis
775	7492174839.67	B. subtilis
988	4198898826.61	B. subtilis
989	4193280819.09	B. subtilis
200	9247989459.17	B. subtilis
982	4535979278.31	B. subtilis
983	4535792011.39	B. subtilis
980	4535042943.72	B. subtilis
981	4584855943.8	B. subtilis
986	4258075172.58	B. subtilis
987	4263318646.27	B. subtilis
984	4464817849.62	B. subtilis
985	4425117263.08	B. subtilis
115	32452982287.7	B. subtilis
114	30971700969.4	B. subtilis
117	32374142915.4	B. subtilis
116	31854102685.2	B. subtilis
111	32775081386.0	B. subtilis
110	30728253976.5	B. subtilis
113	31905788354.4	B. subtilis
112	33471339785.6	B. subtilis
205	9161659410.15	B. subtilis
119	29872631430.0	B. subtilis
118	30508777149.1	B. subtilis
770	7892364242.6	B. subtilis
647	6426064277.73	B. subtilis
773	7635995832.4	B. subtilis
206	9038999579.12	B. subtilis
429	8735814439.51	B. subtilis
428	8697424721.4	B. subtilis
534	7543860508.93	B. subtilis
919	6409022988.23	B. subtilis
918	6613331195.34	B. subtilis
421	8637124773.93	B. subtilis
914	6844980372.42	B. subtilis
423	8880009966.07	B. subtilis
422	8736188973.35	B. subtilis
911	7073258744.98	B. subtilis
910	7057341056.99	B. subtilis
