Pos	Rate	Type
749	0.0	B. subtilis
557	0.0	B. subtilis
556	0.0	B. subtilis
551	0.0	B. subtilis
550	0.0	B. subtilis
553	0.0	B. subtilis
552	0.0	B. subtilis
238	0.0	B. subtilis
239	0.0	B. subtilis
234	0.0	B. subtilis
235	0.0	B. subtilis
236	0.0	B. subtilis
237	0.0	B. subtilis
230	0.0	B. subtilis
231	0.0	B. subtilis
232	0.0	B. subtilis
233	0.0	B. subtilis
1	0.0	B. subtilis
146	0.0	B. subtilis
147	0.0	B. subtilis
618	0.0	B. subtilis
619	0.0	B. subtilis
142	0.0	B. subtilis
143	0.0	B. subtilis
140	0.0	B. subtilis
141	3.11371279113e-05	B. subtilis
612	0.0	B. subtilis
613	0.0	B. subtilis
610	0.0	B. subtilis
611	0.0	B. subtilis
616	0.0	B. subtilis
617	0.0	B. subtilis
148	0.0	B. subtilis
149	0.0	B. subtilis
951	0.0	B. subtilis
513	0.0	B. subtilis
948	3.40599455041e-05	B. subtilis
949	0.0	B. subtilis
946	0.0	B. subtilis
947	0.0	B. subtilis
944	0.0	B. subtilis
945	0.0	B. subtilis
942	0.0	B. subtilis
943	0.0	B. subtilis
940	0.0	B. subtilis
941	0.0	B. subtilis
689	0.0	B. subtilis
688	0.0	B. subtilis
685	0.0	B. subtilis
684	0.0	B. subtilis
687	0.0	B. subtilis
686	0.0	B. subtilis
681	0.0	B. subtilis
680	0.0	B. subtilis
683	0.0	B. subtilis
682	0.0	B. subtilis
623	0.0	B. subtilis
763	0.0	B. subtilis
622	0.0	B. subtilis
133	0.0	B. subtilis
132	0.0	B. subtilis
131	0.0	B. subtilis
130	0.0	B. subtilis
137	0.0	B. subtilis
136	0.0	B. subtilis
135	2.63276966153e-06	B. subtilis
134	0.0	B. subtilis
494	0.0	B. subtilis
495	0.0	B. subtilis
139	0.0	B. subtilis
138	0.0	B. subtilis
490	0.0	B. subtilis
491	0.0	B. subtilis
492	0.0	B. subtilis
493	0.0	B. subtilis
24	4.62278106509e-05	B. subtilis
25	0.0	B. subtilis
26	0.0	B. subtilis
27	0.0	B. subtilis
20	0.0	B. subtilis
21	0.0	B. subtilis
22	0.0	B. subtilis
23	0.0	B. subtilis
927	0.0	B. subtilis
28	0.0	B. subtilis
29	0.0	B. subtilis
407	0.0	B. subtilis
406	0.0	B. subtilis
405	0.0	B. subtilis
938	0.0	B. subtilis
403	0.0	B. subtilis
402	0.0	B. subtilis
401	0.0	B. subtilis
400	0.0	B. subtilis
933	0.0	B. subtilis
932	0.0	B. subtilis
931	0.0	B. subtilis
930	0.0	B. subtilis
937	0.0	B. subtilis
452	0.0	B. subtilis
935	0.0	B. subtilis
934	0.0	B. subtilis
628	0.0	B. subtilis
758	0.0	B. subtilis
379	0.0	B. subtilis
378	0.0	B. subtilis
829	0.0	B. subtilis
828	0.0	B. subtilis
371	0.0	B. subtilis
370	0.0	B. subtilis
373	0.0	B. subtilis
372	0.0	B. subtilis
375	0.0	B. subtilis
374	0.0	B. subtilis
377	0.0	B. subtilis
376	0.0	B. subtilis
708	0.0	B. subtilis
709	0.0	B. subtilis
704	0.0	B. subtilis
705	0.0	B. subtilis
706	0.0	B. subtilis
707	0.0	B. subtilis
700	0.0	B. subtilis
701	0.0	B. subtilis
702	0.0	B. subtilis
703	0.0	B. subtilis
393	0.0	B. subtilis
392	0.0	B. subtilis
391	0.0	B. subtilis
390	0.0	B. subtilis
397	1.21074170037e-05	B. subtilis
396	0.0	B. subtilis
395	0.0	B. subtilis
394	0.0	B. subtilis
82	0.0	B. subtilis
83	0.0	B. subtilis
399	0.0	B. subtilis
398	0.0	B. subtilis
86	0.0	B. subtilis
87	1.65876525685e-05	B. subtilis
84	0.0	B. subtilis
85	0.0	B. subtilis
797	0.0	B. subtilis
796	0.0	B. subtilis
795	0.0	B. subtilis
794	0.0	B. subtilis
793	0.0	B. subtilis
792	0.0	B. subtilis
791	0.0	B. subtilis
929	0.0	B. subtilis
799	0.0	B. subtilis
798	0.0	B. subtilis
7	0.0	B. subtilis
170	0.0	B. subtilis
607	0.0	B. subtilis
586	0.0	B. subtilis
587	0.0	B. subtilis
584	0.0	B. subtilis
585	0.0	B. subtilis
582	0.0	B. subtilis
583	0.0	B. subtilis
580	0.0	B. subtilis
581	0.0	B. subtilis
588	3.24797024278e-05	B. subtilis
589	0.0	B. subtilis
245	0.0	B. subtilis
244	0.0	B. subtilis
247	0.0	B. subtilis
246	0.0	B. subtilis
241	0.0	B. subtilis
614	0.0	B. subtilis
243	0.0	B. subtilis
242	0.0	B. subtilis
615	0.0	B. subtilis
249	7.19641906187e-06	B. subtilis
248	0.0	B. subtilis
295	0.0	B. subtilis
924	0.0	B. subtilis
925	0.0	B. subtilis
519	0.0	B. subtilis
518	0.0	B. subtilis
926	0.0	B. subtilis
511	0.0	B. subtilis
510	0.0	B. subtilis
601	0.0	B. subtilis
512	0.0	B. subtilis
515	0.0	B. subtilis
514	0.0	B. subtilis
517	0.0	B. subtilis
1000	0.0	B. subtilis
458	0.0	B. subtilis
459	0.0	B. subtilis
621	0.0	B. subtilis
620	0.0	B. subtilis
627	0.0	B. subtilis
626	0.0	B. subtilis
625	0.0	B. subtilis
624	0.0	B. subtilis
450	0.0	B. subtilis
451	3.60074895578e-05	B. subtilis
629	0.0	B. subtilis
453	0.0	B. subtilis
454	0.0	B. subtilis
455	0.0	B. subtilis
456	0.0	B. subtilis
457	0.0	B. subtilis
179	0.0	B. subtilis
178	0.0	B. subtilis
177	0.0	B. subtilis
595	0.0	B. subtilis
175	0.0	B. subtilis
174	1.57644165589e-06	B. subtilis
173	0.0	B. subtilis
172	0.0	B. subtilis
171	0.0	B. subtilis
594	0.0	B. subtilis
977	0.0	B. subtilis
656	0.0	B. subtilis
975	0.0	B. subtilis
974	0.0	B. subtilis
973	0.0	B. subtilis
972	0.0	B. subtilis
971	0.0	B. subtilis
970	0.0	B. subtilis
654	0.0	B. subtilis
979	0.0	B. subtilis
978	0.0	B. subtilis
182	0.0	B. subtilis
183	0.0	B. subtilis
180	2.79579512413e-05	B. subtilis
181	0.0	B. subtilis
652	0.0	B. subtilis
187	0.0	B. subtilis
184	0.0	B. subtilis
185	0.0	B. subtilis
186	0.0	B. subtilis
188	0.0	B. subtilis
189	4.11725955204e-05	B. subtilis
658	0.0	B. subtilis
659	0.0	B. subtilis
650	0.0	B. subtilis
651	0.0	B. subtilis
602	0.0	B. subtilis
764	0.0	B. subtilis
102	0.0	B. subtilis
869	0.0	B. subtilis
10	0.0	B. subtilis
13	0.0	B. subtilis
12	7.63778565318e-07	B. subtilis
15	0.0	B. subtilis
14	0.0	B. subtilis
17	0.0	B. subtilis
16	0.0	B. subtilis
19	0.0	B. subtilis
18	0.0	B. subtilis
863	0.0	B. subtilis
862	0.0	B. subtilis
865	0.0	B. subtilis
864	0.0	B. subtilis
867	0.0	B. subtilis
866	0.0	B. subtilis
883	0.0	B. subtilis
882	0.0	B. subtilis
881	0.0	B. subtilis
880	0.0	B. subtilis
887	0.0	B. subtilis
886	0.0	B. subtilis
885	0.0	B. subtilis
752	0.0	B. subtilis
928	0.0	B. subtilis
889	0.0	B. subtilis
888	0.0	B. subtilis
950	0.0	B. subtilis
657	0.0	B. subtilis
355	0.0	B. subtilis
322	0.0	B. subtilis
323	0.0	B. subtilis
320	0.0	B. subtilis
354	7.06613906162e-05	B. subtilis
326	0.0	B. subtilis
327	0.0	B. subtilis
324	0.0	B. subtilis
325	0.0	B. subtilis
328	0.0	B. subtilis
329	0.0	B. subtilis
562	0.0	B. subtilis
201	0.0	B. subtilis
774	2.05380981721e-05	B. subtilis
203	0.0	B. subtilis
202	0.0	B. subtilis
771	0.0	B. subtilis
204	3.2175032175e-05	B. subtilis
207	0.0	B. subtilis
772	0.0	B. subtilis
209	0.0	B. subtilis
208	3.93329137823e-06	B. subtilis
779	0.0	B. subtilis
778	0.0	B. subtilis
77	0.0	B. subtilis
76	0.0	B. subtilis
75	4.17285150219e-07	B. subtilis
74	0.0	B. subtilis
73	0.0	B. subtilis
72	0.0	B. subtilis
71	4.09862941832e-06	B. subtilis
70	0.0	B. subtilis
655	0.0	B. subtilis
79	1.08913479132e-07	B. subtilis
78	0.0	B. subtilis
2	0.0	B. subtilis
800	0.0	B. subtilis
806	0.0	B. subtilis
359	0.0	B. subtilis
804	0.0	B. subtilis
50	0.0	B. subtilis
669	2.59174787477e-05	B. subtilis
668	0.0	B. subtilis
667	0.0	B. subtilis
666	0.0	B. subtilis
665	0.0	B. subtilis
664	0.0	B. subtilis
663	0.0	B. subtilis
662	0.0	B. subtilis
661	0.0	B. subtilis
660	0.0	B. subtilis
215	0.0	B. subtilis
653	0.0	B. subtilis
692	0.0	B. subtilis
693	0.0	B. subtilis
690	0.0	B. subtilis
691	0.0	B. subtilis
696	0.0	B. subtilis
697	0.0	B. subtilis
694	0.0	B. subtilis
695	0.0	B. subtilis
698	0.0	B. subtilis
699	0.0	B. subtilis
542	0.0	B. subtilis
543	0.0	B. subtilis
540	0.0	B. subtilis
541	0.0	B. subtilis
546	0.0	B. subtilis
547	0.0	B. subtilis
544	0.0	B. subtilis
545	0.0	B. subtilis
8	0.0	B. subtilis
548	0.0	B. subtilis
549	0.0	B. subtilis
995	0.0	B. subtilis
994	0.0	B. subtilis
997	0.0	B. subtilis
996	0.0	B. subtilis
991	0.0	B. subtilis
990	0.0	B. subtilis
993	0.0	B. subtilis
992	0.0	B. subtilis
999	0.0	B. subtilis
998	0.0	B. subtilis
120	0.0	B. subtilis
121	0.0	B. subtilis
122	0.0	B. subtilis
123	6.40474181661e-06	B. subtilis
124	0.0	B. subtilis
125	0.0	B. subtilis
126	0.0	B. subtilis
127	0.0	B. subtilis
128	0.0	B. subtilis
129	0.0	B. subtilis
219	0.0	B. subtilis
69	0.0	B. subtilis
176	0.0	B. subtilis
214	0.0	B. subtilis
777	0.0	B. subtilis
414	0.0	B. subtilis
415	0.0	B. subtilis
416	0.0	B. subtilis
417	0.0	B. subtilis
410	0.0	B. subtilis
411	0.0	B. subtilis
412	0.0	B. subtilis
413	0.0	B. subtilis
920	0.0	B. subtilis
498	2.98406338494e-05	B. subtilis
922	0.0	B. subtilis
923	0.0	B. subtilis
418	0.0	B. subtilis
419	0.0	B. subtilis
776	0.0	B. subtilis
499	0.0	B. subtilis
319	0.0	B. subtilis
318	0.0	B. subtilis
313	0.0	B. subtilis
312	0.0	B. subtilis
311	0.0	B. subtilis
310	0.0	B. subtilis
317	0.0	B. subtilis
316	0.0	B. subtilis
315	0.0	B. subtilis
314	0.0	B. subtilis
861	2.99634445976e-05	B. subtilis
921	0.0	B. subtilis
496	0.0	B. subtilis
832	0.0	B. subtilis
833	0.0	B. subtilis
830	0.0	B. subtilis
831	0.0	B. subtilis
836	0.0	B. subtilis
837	0.0	B. subtilis
834	0.0	B. subtilis
835	0.0	B. subtilis
838	0.0	B. subtilis
839	0.0	B. subtilis
3	0.0	B. subtilis
368	0.0	B. subtilis
369	0.0	B. subtilis
366	0.0	B. subtilis
367	0.0	B. subtilis
364	0.0	B. subtilis
365	0.0	B. subtilis
362	0.0	B. subtilis
363	0.0	B. subtilis
360	0.0	B. subtilis
361	0.0	B. subtilis
952	0.0	B. subtilis
380	0.0	B. subtilis
381	0.0	B. subtilis
382	0.0	B. subtilis
383	0.0	B. subtilis
384	0.0	B. subtilis
385	0.0	B. subtilis
386	0.0	B. subtilis
387	0.0	B. subtilis
388	0.0	B. subtilis
389	0.0	B. subtilis
784	0.0	B. subtilis
785	0.0	B. subtilis
786	0.0	B. subtilis
787	0.0	B. subtilis
780	0.0	B. subtilis
781	0.0	B. subtilis
782	0.0	B. subtilis
783	0.0	B. subtilis
788	0.0	B. subtilis
789	0.0	B. subtilis
860	0.0	B. subtilis
252	0.0	B. subtilis
605	0.0	B. subtilis
579	0.0	B. subtilis
578	0.0	B. subtilis
604	0.0	B. subtilis
573	0.0	B. subtilis
900	0.0	B. subtilis
571	0.0	B. subtilis
570	0.0	B. subtilis
577	0.0	B. subtilis
576	0.0	B. subtilis
575	0.0	B. subtilis
574	0.0	B. subtilis
60	0.0	B. subtilis
61	0.0	B. subtilis
258	0.0	B. subtilis
259	0.0	B. subtilis
64	0.0	B. subtilis
65	0.0	B. subtilis
66	3.13430496787e-06	B. subtilis
67	0.0	B. subtilis
68	0.0	B. subtilis
253	0.0	B. subtilis
250	0.0	B. subtilis
251	0.0	B. subtilis
256	0.0	B. subtilis
257	0.0	B. subtilis
254	0.0	B. subtilis
255	0.0	B. subtilis
603	0.0	B. subtilis
884	0.0	B. subtilis
939	2.24175035868e-05	B. subtilis
731	0.0	B. subtilis
730	0.0	B. subtilis
733	0.0	B. subtilis
404	0.0	B. subtilis
735	0.0	B. subtilis
734	0.0	B. subtilis
737	0.0	B. subtilis
736	0.0	B. subtilis
739	0.0	B. subtilis
738	0.0	B. subtilis
504	0.0	B. subtilis
505	0.0	B. subtilis
502	0.0	B. subtilis
503	0.0	B. subtilis
500	0.0	B. subtilis
501	0.0	B. subtilis
630	0.0	B. subtilis
631	0.0	B. subtilis
632	0.0	B. subtilis
633	0.0	B. subtilis
469	0.0	B. subtilis
468	0.0	B. subtilis
636	0.0	B. subtilis
637	0.0	B. subtilis
465	0.0	B. subtilis
464	0.0	B. subtilis
467	0.0	B. subtilis
466	0.0	B. subtilis
461	0.0	B. subtilis
460	0.0	B. subtilis
463	0.0	B. subtilis
462	0.0	B. subtilis
901	0.0	B. subtilis
168	0.0	B. subtilis
169	0.0	B. subtilis
164	0.0	B. subtilis
165	0.0	B. subtilis
166	0.0	B. subtilis
167	0.0	B. subtilis
160	0.0	B. subtilis
161	0.0	B. subtilis
162	0.0	B. subtilis
163	0.0	B. subtilis
964	0.0	B. subtilis
965	0.0	B. subtilis
966	4.17710944027e-05	B. subtilis
967	0.0	B. subtilis
960	0.0	B. subtilis
961	0.0	B. subtilis
962	0.0	B. subtilis
963	0.0	B. subtilis
968	0.0	B. subtilis
969	2.36788391686e-06	B. subtilis
936	0.0	B. subtilis
409	0.0	B. subtilis
408	2.69567612483e-05	B. subtilis
908	0.0	B. subtilis
909	0.0	B. subtilis
958	0.0	B. subtilis
600	0.0	B. subtilis
878	0.0	B. subtilis
879	0.0	B. subtilis
876	0.0	B. subtilis
877	0.0	B. subtilis
874	0.0	B. subtilis
875	0.0	B. subtilis
872	0.0	B. subtilis
873	0.0	B. subtilis
870	0.0	B. subtilis
871	0.0	B. subtilis
9	4.32051360631e-05	B. subtilis
890	0.0	B. subtilis
891	0.0	B. subtilis
892	0.0	B. subtilis
893	0.0	B. subtilis
894	0.0	B. subtilis
895	0.0	B. subtilis
896	0.0	B. subtilis
897	0.0	B. subtilis
898	0.0	B. subtilis
899	0.0	B. subtilis
646	0.0	B. subtilis
436	0.0	B. subtilis
648	0.0	B. subtilis
357	0.0	B. subtilis
356	0.0	B. subtilis
809	0.0	B. subtilis
808	0.0	B. subtilis
353	0.0	B. subtilis
352	0.0	B. subtilis
351	6.68083002632e-06	B. subtilis
350	0.0	B. subtilis
803	0.0	B. subtilis
802	0.0	B. subtilis
801	0.0	B. subtilis
431	0.0	B. subtilis
807	0.0	B. subtilis
953	0.0	B. subtilis
805	0.0	B. subtilis
358	0.0	B. subtilis
216	4.67403323046e-05	B. subtilis
217	0.0	B. subtilis
768	0.0	B. subtilis
769	0.0	B. subtilis
212	0.0	B. subtilis
213	0.0	B. subtilis
210	6.76599142072e-06	B. subtilis
211	0.0	B. subtilis
762	5.74514535218e-06	B. subtilis
955	0.0	B. subtilis
760	0.0	B. subtilis
761	0.0	B. subtilis
766	0.0	B. subtilis
767	0.0	B. subtilis
218	0.0	B. subtilis
765	0.0	B. subtilis
957	0.0	B. subtilis
956	0.0	B. subtilis
289	0.0	B. subtilis
288	0.0	B. subtilis
321	0.0	B. subtilis
4	0.0	B. subtilis
572	0.0	B. subtilis
281	0.0	B. subtilis
280	0.0	B. subtilis
283	0.0	B. subtilis
282	0.0	B. subtilis
285	0.0	B. subtilis
284	0.0	B. subtilis
287	0.0	B. subtilis
286	0.0	B. subtilis
678	0.0	B. subtilis
679	0.0	B. subtilis
674	0.0	B. subtilis
675	0.0	B. subtilis
676	0.0	B. subtilis
677	0.0	B. subtilis
670	0.0	B. subtilis
671	0.0	B. subtilis
672	0.0	B. subtilis
673	0.0	B. subtilis
263	0.0	B. subtilis
262	0.0	B. subtilis
261	0.0	B. subtilis
260	0.0	B. subtilis
267	0.0	B. subtilis
266	0.0	B. subtilis
265	0.0	B. subtilis
264	0.0	B. subtilis
269	0.0	B. subtilis
268	0.0	B. subtilis
59	0.0	B. subtilis
58	0.0	B. subtilis
55	0.0	B. subtilis
54	7.20767675302e-05	B. subtilis
57	5.43242068666e-05	B. subtilis
56	0.0	B. subtilis
51	0.0	B. subtilis
62	0.0	B. subtilis
53	0.0	B. subtilis
52	0.0	B. subtilis
537	0.0	B. subtilis
536	0.0	B. subtilis
535	0.0	B. subtilis
63	0.0	B. subtilis
533	0.0	B. subtilis
532	0.0	B. subtilis
531	0.0	B. subtilis
530	0.0	B. subtilis
539	0.0	B. subtilis
538	0.0	B. subtilis
775	0.0	B. subtilis
988	0.0	B. subtilis
989	0.0	B. subtilis
200	0.0	B. subtilis
982	0.0	B. subtilis
983	0.0	B. subtilis
980	0.0	B. subtilis
981	0.0	B. subtilis
986	0.0	B. subtilis
987	0.0	B. subtilis
984	0.0	B. subtilis
985	0.0	B. subtilis
115	0.0	B. subtilis
114	2.93913636417e-06	B. subtilis
117	0.0	B. subtilis
116	0.0	B. subtilis
111	0.0	B. subtilis
110	0.0	B. subtilis
113	0.0	B. subtilis
112	0.0	B. subtilis
205	0.0	B. subtilis
119	0.0	B. subtilis
118	0.0	B. subtilis
770	0.0	B. subtilis
647	0.0	B. subtilis
773	0.0	B. subtilis
206	0.0	B. subtilis
429	0.0	B. subtilis
428	0.0	B. subtilis
534	0.0	B. subtilis
919	0.0	B. subtilis
918	0.0	B. subtilis
421	0.0	B. subtilis
914	0.0	B. subtilis
423	0.0	B. subtilis
422	0.0	B. subtilis
911	0.0	B. subtilis
910	0.0	B. subtilis
913	0.0	B. subtilis
912	0.0	B. subtilis
308	0.0	B. subtilis
309	0.0	B. subtilis
516	0.0	B. subtilis
855	0.0	B. subtilis
300	0.0	B. subtilis
301	0.0	B. subtilis
302	0.0	B. subtilis
303	0.0	B. subtilis
304	0.0	B. subtilis
305	0.0	B. subtilis
306	0.0	B. subtilis
307	0.0	B. subtilis
825	0.0	B. subtilis
824	0.0	B. subtilis
827	0.0	B. subtilis
847	0.0	B. subtilis
846	0.0	B. subtilis
845	0.0	B. subtilis
844	0.0	B. subtilis
843	5.83498657953e-05	B. subtilis
842	0.0	B. subtilis
841	0.0	B. subtilis
840	2.46366100025e-05	B. subtilis
821	0.0	B. subtilis
853	0.0	B. subtilis
849	0.0	B. subtilis
848	0.0	B. subtilis
823	0.0	B. subtilis
822	0.0	B. subtilis
954	0.0	B. subtilis
144	0.0	B. subtilis
240	7.10227272727e-06	B. subtilis
554	0.0	B. subtilis
145	3.79477838494e-05	B. subtilis
732	0.0	B. subtilis
568	0.0	B. subtilis
569	0.0	B. subtilis
751	0.0	B. subtilis
750	0.0	B. subtilis
757	0.0	B. subtilis
756	0.0	B. subtilis
755	0.0	B. subtilis
754	0.0	B. subtilis
560	0.0	B. subtilis
561	0.0	B. subtilis
759	0.0	B. subtilis
563	0.0	B. subtilis
564	0.0	B. subtilis
565	0.0	B. subtilis
566	0.0	B. subtilis
567	0.0	B. subtilis
506	0.0	B. subtilis
229	0.0	B. subtilis
228	3.26882845188e-06	B. subtilis
227	0.0	B. subtilis
226	0.0	B. subtilis
225	0.0	B. subtilis
224	0.0	B. subtilis
223	0.0	B. subtilis
222	0.0	B. subtilis
221	0.0	B. subtilis
220	6.87190764156e-06	B. subtilis
88	0.0	B. subtilis
726	0.0	B. subtilis
727	0.0	B. subtilis
724	0.0	B. subtilis
725	0.0	B. subtilis
722	0.0	B. subtilis
723	0.0	B. subtilis
720	0.0	B. subtilis
721	0.0	B. subtilis
728	0.0	B. subtilis
729	3.43147347471e-06	B. subtilis
151	0.0	B. subtilis
150	0.0	B. subtilis
153	0.0	B. subtilis
152	0.0	B. subtilis
155	0.0	B. subtilis
154	0.0	B. subtilis
157	0.0	B. subtilis
156	0.0	B. subtilis
159	5.72206772639e-06	B. subtilis
158	0.0	B. subtilis
609	0.0	B. subtilis
608	0.0	B. subtilis
976	0.0	B. subtilis
634	0.0	B. subtilis
80	0.0	B. subtilis
635	0.0	B. subtilis
959	0.0	B. subtilis
11	0.0	B. subtilis
81	0.0	B. subtilis
48	0.0	B. subtilis
49	0.0	B. subtilis
46	0.0	B. subtilis
47	0.0	B. subtilis
44	0.0	B. subtilis
45	8.10320238558e-06	B. subtilis
42	0.0	B. subtilis
43	0.0	B. subtilis
40	0.0	B. subtilis
41	0.0	B. subtilis
638	0.0	B. subtilis
5	0.0	B. subtilis
639	0.0	B. subtilis
508	0.0	B. subtilis
489	0.0	B. subtilis
488	0.0	B. subtilis
487	0.0	B. subtilis
486	0.0	B. subtilis
485	0.0	B. subtilis
484	0.0	B. subtilis
483	0.0	B. subtilis
482	0.0	B. subtilis
481	0.0	B. subtilis
480	0.0	B. subtilis
509	0.0	B. subtilis
790	0.0	B. subtilis
472	0.0	B. subtilis
473	0.0	B. subtilis
470	0.0	B. subtilis
471	0.0	B. subtilis
476	0.0	B. subtilis
477	0.0	B. subtilis
474	0.0	B. subtilis
475	0.0	B. subtilis
478	0.0	B. subtilis
479	0.0	B. subtilis
0	0.0	A. tumefaciens
344	0.0	A. tumefaciens
819	0.0	A. tumefaciens
346	0.0	A. tumefaciens
347	0.0	A. tumefaciens
340	0.0	A. tumefaciens
341	0.0	A. tumefaciens
342	0.0	A. tumefaciens
343	0.0	A. tumefaciens
810	0.0	A. tumefaciens
811	0.0	A. tumefaciens
812	0.0	A. tumefaciens
813	0.0	A. tumefaciens
348	0.0	A. tumefaciens
815	0.0	A. tumefaciens
816	0.0	A. tumefaciens
817	0.0	A. tumefaciens
595	0.0	A. tumefaciens
737	0.0	A. tumefaciens
719	0.0	A. tumefaciens
718	0.0	A. tumefaciens
717	0.0	A. tumefaciens
716	0.0	A. tumefaciens
715	0.0	A. tumefaciens
714	0.0	A. tumefaciens
713	0.0	A. tumefaciens
712	0.0	A. tumefaciens
711	0.0	A. tumefaciens
710	0.0	A. tumefaciens
915	0.0	A. tumefaciens
129	0.0	A. tumefaciens
914	0.0	A. tumefaciens
606	0.0	A. tumefaciens
423	0.0	A. tumefaciens
594	7.71604938272e-05	A. tumefaciens
736	0.0	A. tumefaciens
916	0.0	A. tumefaciens
911	0.0	A. tumefaciens
619	0.0	A. tumefaciens
424	0.0	A. tumefaciens
913	0.0	A. tumefaciens
298	0.0	A. tumefaciens
299	0.0	A. tumefaciens
296	0.0	A. tumefaciens
297	1.29668049793e-05	A. tumefaciens
294	0.0	A. tumefaciens
295	0.0	A. tumefaciens
292	0.0	A. tumefaciens
293	0.0	A. tumefaciens
290	0.0	A. tumefaciens
291	0.0	A. tumefaciens
591	0.000273288506154	A. tumefaciens
590	0.0	A. tumefaciens
593	0.0	A. tumefaciens
592	0.0	A. tumefaciens
199	0.0	A. tumefaciens
198	0.0	A. tumefaciens
597	0.0	A. tumefaciens
596	0.0	A. tumefaciens
195	0.0	A. tumefaciens
194	0.0	A. tumefaciens
197	0.0	A. tumefaciens
196	0.0	A. tumefaciens
191	0.0	A. tumefaciens
190	0.0	A. tumefaciens
193	0.0	A. tumefaciens
192	0.0	A. tumefaciens
270	0.0	A. tumefaciens
271	0.0	A. tumefaciens
272	0.0	A. tumefaciens
273	0.0	A. tumefaciens
274	0.0	A. tumefaciens
275	0.0	A. tumefaciens
276	0.0	A. tumefaciens
277	0.0	A. tumefaciens
278	0.0	A. tumefaciens
279	4.78240076518e-05	A. tumefaciens
738	0.0	A. tumefaciens
497	0.0	A. tumefaciens
524	0.0	A. tumefaciens
525	0.0	A. tumefaciens
214	0.0	A. tumefaciens
527	0.0	A. tumefaciens
520	0.0	A. tumefaciens
521	0.0	A. tumefaciens
522	0.0	A. tumefaciens
523	0.0	A. tumefaciens
599	0.0	A. tumefaciens
528	0.0	A. tumefaciens
529	0.0	A. tumefaciens
449	0.0	A. tumefaciens
448	0.0	A. tumefaciens
443	0.0	A. tumefaciens
442	0.0	A. tumefaciens
441	0.0	A. tumefaciens
440	0.0	A. tumefaciens
447	0.0	A. tumefaciens
446	0.0	A. tumefaciens
445	0.0	A. tumefaciens
444	0.0	A. tumefaciens
47	0.0	A. tumefaciens
108	0.0	A. tumefaciens
109	0.0	A. tumefaciens
102	0.0	A. tumefaciens
103	0.0	A. tumefaciens
100	0.0	A. tumefaciens
101	0.0	A. tumefaciens
106	0.0	A. tumefaciens
107	0.0	A. tumefaciens
104	0.0	A. tumefaciens
105	5.42299349241e-06	A. tumefaciens
902	0.0	A. tumefaciens
903	0.0	A. tumefaciens
900	1.11520017843e-05	A. tumefaciens
901	0.0	A. tumefaciens
906	0.0	A. tumefaciens
907	0.0	A. tumefaciens
904	0.0	A. tumefaciens
905	0.0	A. tumefaciens
33	0.0	A. tumefaciens
32	0.0	A. tumefaciens
31	0.0	A. tumefaciens
30	0.0	A. tumefaciens
37	0.0	A. tumefaciens
36	0.0	A. tumefaciens
35	0.0	A. tumefaciens
34	0.0	A. tumefaciens
641	0.0	A. tumefaciens
640	0.0	A. tumefaciens
643	0.0	A. tumefaciens
642	0.0	A. tumefaciens
645	0.0	A. tumefaciens
644	0.0	A. tumefaciens
647	0.0	A. tumefaciens
646	0.0	A. tumefaciens
649	0.0	A. tumefaciens
648	0.0	A. tumefaciens
434	0.0	A. tumefaciens
435	1.44810428668e-06	A. tumefaciens
432	0.0	A. tumefaciens
433	0.0	A. tumefaciens
430	0.0	A. tumefaciens
431	0.0	A. tumefaciens
753	0.0	A. tumefaciens
339	0.0	A. tumefaciens
338	0.0	A. tumefaciens
335	0.0	A. tumefaciens
334	0.0	A. tumefaciens
337	0.0	A. tumefaciens
336	2.60213374967e-05	A. tumefaciens
331	0.0	A. tumefaciens
330	0.0	A. tumefaciens
333	0.0	A. tumefaciens
332	0.0	A. tumefaciens
89	0.0	A. tumefaciens
744	0.0	A. tumefaciens
752	0.0	A. tumefaciens
745	0.0	A. tumefaciens
854	8.25082508251e-06	A. tumefaciens
855	0.0	A. tumefaciens
856	0.0	A. tumefaciens
857	0.0	A. tumefaciens
850	0.0	A. tumefaciens
851	0.0	A. tumefaciens
852	8.47457627119e-05	A. tumefaciens
345	5.24273880675e-05	A. tumefaciens
42	0.0	A. tumefaciens
858	0.0	A. tumefaciens
859	0.0	A. tumefaciens
748	0.0	A. tumefaciens
749	0.0	A. tumefaciens
43	0.0	A. tumefaciens
99	0.0	A. tumefaciens
98	0.0	A. tumefaciens
844	0.0	A. tumefaciens
91	0.0	A. tumefaciens
90	0.0	A. tumefaciens
93	5.60538116592e-05	A. tumefaciens
92	0.0	A. tumefaciens
95	0.0	A. tumefaciens
94	0.0	A. tumefaciens
97	0.0	A. tumefaciens
96	0.0	A. tumefaciens
814	0.0	A. tumefaciens
349	0.0	A. tumefaciens
740	0.0	A. tumefaciens
741	0.000124131082423	A. tumefaciens
742	0.0	A. tumefaciens
743	0.0	A. tumefaciens
559	0.0	A. tumefaciens
558	0.0	A. tumefaciens
746	0.0	A. tumefaciens
747	0.0	A. tumefaciens
555	0.0	A. tumefaciens
554	0.0	A. tumefaciens
557	0.0	A. tumefaciens
556	0.0	A. tumefaciens
551	0.0	A. tumefaciens
550	0.0	A. tumefaciens
553	0.0	A. tumefaciens
552	0.0	A. tumefaciens
238	0.0	A. tumefaciens
